numprocs,N_x,N_y,M,time,speedup,efficiency
4,50,50,500,0.7534821999724954,3.3179284130285467,0.8294821032571367
8,50,50,500,0.6739970999769866,3.7092147727124662,0.4636518465890583
14,50,50,500,0.44465199997648597,5.6223743514753215,0.40159816796252296
